Food_Category,Temperature_C,Humidity_%,Storage_Days,Packaging,Moisture_%,pH,Refrigerated,Transport_Hours,Risk
Grains,20.3,50,14,Damaged,61.6,3.9,No,13,Reject
Vegetables,21.3,88,17,Damaged,44,5.1,Yes,2,Reject
Meat,24.8,91,55,Good,73.9,6.6,Yes,19,Reject
Meat,17.5,42,32,Good,74.3,4.2,No,17,Reject
Fruits,21.4,66,57,Good,82.4,3.7,No,22,Reject
Fruits,32.3,52,50,Damaged,40.1,4.9,No,10,Reject
Grains,24.2,88,52,Damaged,24,6.5,No,16,Reject
Fruits,12,54,28,Damaged,32.8,6.9,No,13,Reject
Grains,17.3,74,19,Good,76.4,6,No,12,Caution
Grains,2.4,89,13,Average,10.8,3.5,No,16,Caution
Vegetables,11.7,46,38,Good,13,7,Yes,12,Caution
Vegetables,8.3,45,3,Damaged,18,7,Yes,2,Caution
Vegetables,1.1,63,29,Good,67.1,7,Yes,4,Safe
Vegetables,1.4,86,53,Damaged,39.1,6.6,Yes,15,Reject
Dairy,23.5,59,6,Good,71,4.8,Yes,19,Caution
Dairy,33.3,67,31,Good,66.4,3.4,Yes,4,Caution
Fruits,32.8,67,13,Good,63.6,5.6,Yes,16,Caution
Dairy,32.8,55,18,Good,72.8,5.3,Yes,4,Caution
Fruits,16.3,54,39,Damaged,47,5.7,No,23,Reject
Dairy,31.3,86,21,Good,31.6,5,Yes,15,Reject
Fruits,35,65,2,Average,83,6.6,Yes,9,Caution
Meat,28,60,49,Good,84.3,4.7,No,9,Reject
Grains,23.9,50,13,Average,79,3.3,No,14,Caution
Meat,23.6,46,56,Damaged,68.4,3.2,Yes,12,Reject
Meat,13,64,55,Good,59.2,6.2,No,12,Reject
Grains,5.2,63,10,Good,38.2,5.8,No,23,Safe
Fruits,17.6,47,19,Good,69.9,3.8,No,16,Reject
Grains,21.8,60,18,Good,79,4.8,No,16,Caution
Meat,20.1,89,44,Average,41.6,6.3,Yes,1,Reject
Vegetables,24.8,87,44,Average,14.4,7,No,22,Reject
Vegetables,6.7,86,42,Average,64.4,5.7,Yes,20,Caution
Vegetables,7.4,82,55,Good,87,6.2,Yes,22,Caution
Grains,25.8,65,60,Good,49.7,3.9,No,3,Caution
Grains,31.5,41,9,Damaged,62,5.5,No,14,Reject
Fruits,28.6,87,21,Good,17.4,4.3,Yes,18,Reject
Dairy,27.5,54,44,Good,22.4,4.9,Yes,14,Caution
Meat,4.2,87,37,Good,43.5,5.8,Yes,19,Caution
Fruits,26.9,59,12,Average,85.8,6.9,Yes,12,Caution
Meat,20.7,64,60,Good,11.6,5.5,Yes,22,Caution
Vegetables,34.9,71,37,Good,48.1,7.1,No,1,Reject
Dairy,33.5,58,46,Damaged,81.9,3.7,Yes,12,Reject
Dairy,21.6,75,29,Good,13.1,4.5,Yes,16,Caution
Meat,26.1,46,46,Average,51.7,4.7,Yes,7,Caution
Meat,27.8,48,55,Average,74.8,6.9,Yes,19,Reject
Vegetables,5.4,69,53,Good,49,4.7,Yes,2,Safe
Meat,16.2,41,19,Good,84.1,6,Yes,2,Caution
Fruits,22.7,51,27,Good,47.7,4.8,No,12,Reject
Meat,24.1,74,48,Good,51.3,4.3,Yes,15,Caution
Dairy,9.3,62,59,Good,83.2,5.5,Yes,2,Caution
Grains,21,53,2,Damaged,87.9,4,No,23,Caution
Meat,16.6,67,34,Average,37.9,5.7,No,13,Reject
Dairy,3.7,81,57,Good,56.7,7,Yes,21,Caution
Grains,6.8,53,29,Average,60.4,6.8,No,24,Caution
Fruits,17.8,84,9,Damaged,16.2,5.4,Yes,5,Caution
Fruits,16.1,93,21,Good,13.5,5.2,No,18,Reject
Meat,23.7,81,48,Average,54.2,7.2,No,22,Reject
Dairy,5.4,60,27,Average,75.2,4.3,Yes,12,Caution
Dairy,32.1,87,47,Average,52.8,5.9,No,13,Reject
Dairy,0.4,63,30,Good,22.2,3.3,Yes,5,Safe
Vegetables,20.1,49,33,Good,24.5,5.6,Yes,19,Caution
Grains,2.2,82,42,Good,61.5,6.7,No,21,Caution
Meat,30.6,54,41,Damaged,34.9,5.5,Yes,18,Reject
Vegetables,11,43,6,Good,15.3,7,Yes,23,Safe
Fruits,10.4,62,34,Good,21.4,4.1,No,9,Caution
Dairy,2.5,66,30,Good,84.2,3.8,Yes,17,Caution
Dairy,25.8,89,14,Average,23.3,6.2,Yes,4,Caution
Dairy,4.3,62,29,Average,71,3.2,Yes,14,Caution
Meat,31.6,91,29,Good,20.9,6.6,No,17,Reject
Meat,7.2,70,1,Good,66.4,5.7,Yes,2,Safe
Meat,34.2,61,56,Good,11.6,3.6,Yes,13,Caution
Fruits,15.1,74,24,Average,50.6,5.8,Yes,5,Caution
Dairy,14.8,90,37,Good,28.4,5.7,No,14,Reject
Grains,10,76,49,Average,72.5,5.7,No,21,Caution
Fruits,5.4,61,58,Good,73,6.5,Yes,15,Caution
Dairy,16,65,55,Good,42.4,3.6,No,5,Reject
Grains,30.6,83,43,Good,73.7,6.1,No,5,Caution
Vegetables,22,48,23,Good,22.2,6,No,23,Reject
Meat,20.4,47,16,Good,13.3,3.6,Yes,17,Caution
Fruits,3.7,42,6,Good,16.5,6.6,No,17,Caution
Vegetables,26.7,43,17,Good,42.7,7,Yes,5,Caution
Dairy,7.7,93,60,Good,20.9,3.8,Yes,20,Caution
Vegetables,15.9,81,60,Good,33.5,4,Yes,4,Caution
Vegetables,17.9,66,43,Average,8.8,5.7,Yes,18,Reject
Vegetables,1.8,47,40,Good,84.3,5.1,Yes,22,Caution
Grains,11,81,10,Good,20.5,3.4,No,14,Caution
Dairy,21.9,74,32,Good,12.2,7.1,Yes,2,Caution
Vegetables,15.9,79,39,Damaged,34.6,4.7,Yes,21,Reject
Vegetables,11.5,58,2,Good,42.4,3.4,Yes,14,Safe
Dairy,10,63,54,Good,78.3,6.2,Yes,7,Caution
Fruits,3.6,44,13,Good,40.3,7.1,Yes,6,Safe
Vegetables,11.9,43,43,Good,71,4.1,Yes,4,Caution
Grains,23.7,93,57,Good,74.6,3.6,No,10,Caution
Grains,29.6,85,24,Damaged,34.1,3.8,No,5,Reject
Fruits,10.2,84,52,Damaged,67.5,5.9,No,2,Reject
Meat,35,47,22,Damaged,78.8,5.9,No,9,Reject
Dairy,0.5,41,17,Average,85.3,4.6,Yes,4,Caution
Fruits,13.1,43,33,Average,71.8,4.4,Yes,12,Caution
Fruits,26.2,59,48,Good,14.1,6.8,No,7,Reject
Dairy,22,64,21,Damaged,41.5,5.9,Yes,19,Reject
Meat,23.2,82,54,Good,72.6,4.5,Yes,13,Caution
Vegetables,1.7,49,40,Good,60,6,Yes,4,Safe
Vegetables,11.7,93,13,Good,10.9,3.6,No,5,Caution
Dairy,13.4,83,39,Good,17,6.9,No,13,Reject
Meat,0.2,67,1,Damaged,15.2,4.7,Yes,16,Caution
Vegetables,15.7,45,11,Average,85.7,4.7,Yes,7,Caution
Dairy,15.1,52,16,Good,89,6.9,Yes,11,Caution
Vegetables,19.2,84,33,Average,16,3.6,Yes,8,Caution
Vegetables,2.9,90,8,Damaged,83.4,4.4,No,23,Reject
Dairy,31.2,75,12,Average,12.4,5.4,Yes,2,Caution
Meat,0.5,88,36,Good,85.7,5.9,Yes,12,Caution
Dairy,1.1,68,34,Damaged,58.2,3.2,Yes,7,Caution
Meat,27.4,59,48,Good,78.1,6.2,Yes,7,Caution
Grains,5.5,92,30,Good,11.5,6.1,No,17,Caution
Grains,14.3,67,21,Good,82.9,6.7,No,23,Caution
Vegetables,13.3,53,15,Average,34.9,3.3,Yes,24,Caution
Fruits,19.4,66,17,Good,52.2,6.5,No,11,Reject
Meat,6.8,54,10,Good,50.6,5.8,Yes,8,Safe
Meat,5.9,84,20,Good,63.9,7.1,Yes,4,Safe
Dairy,9.3,84,28,Good,67,3.4,Yes,18,Caution
Grains,6.9,82,28,Good,75.5,6.9,No,11,Caution
Fruits,31.5,88,54,Good,25,5,Yes,9,Caution
Fruits,0.5,82,32,Average,19.4,5.3,Yes,13,Caution
Vegetables,19.7,61,11,Good,81.2,7.2,No,4,Caution
Dairy,2.3,47,19,Average,49.2,5.3,Yes,12,Caution
Grains,27.7,41,60,Good,10.3,3.3,No,12,Caution
Vegetables,25.8,56,18,Good,89.4,6.1,Yes,12,Caution
Vegetables,32.9,94,46,Good,51.7,6,Yes,15,Reject
Grains,19.3,41,16,Damaged,11.9,6.2,No,3,Reject
Fruits,10.4,52,55,Average,13.3,4.7,Yes,16,Caution
Dairy,9.9,55,58,Average,64.2,5.3,Yes,12,Caution
Grains,15.3,63,8,Damaged,49.7,7.1,No,18,Reject
Vegetables,10.2,94,23,Damaged,52.3,4.1,Yes,13,Reject
Meat,9.7,62,50,Good,22.6,6.2,Yes,19,Caution
Dairy,2.3,94,29,Average,9.5,5.1,No,17,Reject
Vegetables,17.3,91,32,Average,66,4.4,Yes,8,Reject
Vegetables,21,43,34,Average,55.6,4.1,Yes,17,Reject
Dairy,28.7,81,3,Good,50.3,5.8,No,13,Caution
Fruits,9.4,76,17,Good,37.6,6.9,Yes,7,Caution
Fruits,1.2,52,5,Average,63,4.2,Yes,19,Safe
Grains,7.8,50,55,Good,8.8,4.5,No,11,Caution
Dairy,32.1,68,14,Good,72.7,6.9,Yes,2,Caution
Grains,14.3,79,41,Good,39.5,6,No,4,Caution
Grains,11.1,63,52,Damaged,42.7,5,No,22,Reject
Grains,17.6,79,38,Damaged,87.1,6,No,15,Reject
Dairy,24,45,4,Good,46.3,6.4,Yes,8,Safe
Meat,19.1,82,34,Good,50.5,4.2,Yes,4,Caution
Fruits,14.3,60,3,Average,77.8,6,Yes,1,Safe
Meat,26.2,89,29,Good,76.2,6,No,3,Reject
Grains,16.4,71,31,Good,77.4,6.9,No,14,Caution
Fruits,22.9,43,10,Good,84.1,3.3,Yes,21,Caution
Fruits,13.1,51,21,Average,28.5,3.5,No,12,Reject
Grains,6.9,56,56,Good,59.6,3.6,No,16,Caution
Vegetables,22.2,67,37,Good,56.8,6.4,No,21,Reject
Fruits,4.2,63,18,Good,70.3,6,Yes,17,Caution
Meat,1.8,93,5,Average,10.3,6,Yes,16,Caution
Grains,9.7,62,45,Average,47.5,3.6,No,14,Caution
Grains,18.4,64,60,Good,39,3.6,No,15,Caution
Meat,25.9,49,56,Good,52,3.2,Yes,16,Caution
Grains,28.1,40,46,Good,17.3,6,No,6,Caution
Vegetables,28.5,41,9,Good,12.7,6.3,Yes,10,Caution
Meat,15.6,79,52,Damaged,27.7,5.5,No,7,Reject
Vegetables,14.4,93,36,Good,30.8,5.6,No,14,Reject
Fruits,22,92,21,Good,32.2,4.6,No,12,Reject
Grains,1.6,70,38,Average,52,4.8,No,15,Caution
Fruits,23,42,33,Damaged,50.2,5.8,Yes,19,Reject
Meat,0,64,3,Average,35.3,6.6,Yes,10,Safe
Dairy,22.2,92,60,Damaged,76.6,5.9,Yes,17,Reject
Fruits,11.5,86,33,Good,58.5,7.1,No,7,Reject
Dairy,22.5,66,36,Good,62.1,7,No,13,Reject
Meat,7.6,67,39,Good,51,4.2,Yes,23,Caution
Vegetables,17.6,83,5,Good,25.1,4.3,Yes,12,Caution
Grains,27.8,58,36,Good,30.5,4,No,3,Caution
Vegetables,12.1,60,44,Average,60.3,4.9,Yes,3,Caution
Meat,22.3,77,4,Good,66,3.7,Yes,22,Caution
Grains,16.8,64,52,Average,38.8,6.8,No,21,Reject
Dairy,27.3,83,29,Good,53.6,4.9,No,16,Reject
Vegetables,8.2,94,57,Good,30.8,4.8,No,16,Reject
Dairy,5.2,50,34,Good,86.5,5.3,Yes,18,Caution
Grains,22.3,52,2,Damaged,48.6,3.9,No,2,Caution
Grains,12.3,68,3,Average,78.5,5.2,No,6,Safe
Vegetables,25.3,55,57,Good,54.8,3.3,No,19,Reject
Grains,8.5,41,32,Good,74.4,4.5,No,19,Caution
Grains,32.9,41,52,Average,51.7,3.5,No,1,Caution
Dairy,15.7,57,1,Good,20.4,5.9,Yes,19,Caution
Grains,13.8,81,54,Average,67.5,3.5,No,2,Caution
Dairy,17.3,43,59,Average,32,5.3,Yes,6,Caution
Vegetables,17.5,43,40,Good,83.3,5.8,Yes,22,Caution
Meat,10.4,42,21,Damaged,60.9,3.7,No,21,Reject
Meat,11.3,60,54,Good,59.1,5.2,No,2,Caution
Dairy,3.9,75,51,Damaged,66.5,3.7,Yes,13,Caution
Fruits,10.4,64,12,Good,76.2,3.5,Yes,6,Safe
Meat,19.2,52,30,Good,85.9,3.4,No,17,Reject
Grains,15.1,44,39,Good,45.2,6.4,No,23,Caution
Vegetables,4.1,88,39,Good,34.5,3.7,No,10,Caution
Grains,8.7,78,52,Average,83.3,7.2,No,9,Caution
Meat,0.3,44,27,Good,48.6,6.1,No,2,Caution
Fruits,27.3,91,17,Good,32,5.3,Yes,21,Reject
Dairy,20.2,75,6,Damaged,51.2,4.3,No,3,Reject
Fruits,9.1,65,10,Good,28.8,3.6,No,5,Caution
Dairy,4.4,54,11,Average,48.1,3.2,Yes,23,Caution
Vegetables,9.3,53,8,Average,35.5,3.5,No,23,Reject
Vegetables,18.6,88,37,Good,58.5,3.2,Yes,14,Reject
Grains,10.5,71,23,Average,18.6,4.8,No,8,Caution
Fruits,2.2,54,38,Average,41.7,4.5,No,9,Caution
Fruits,3.9,85,59,Good,79,6.8,Yes,8,Safe
Fruits,12.3,88,21,Good,82.9,6,No,21,Reject
Dairy,16.3,61,33,Good,11.1,4,Yes,22,Caution
Dairy,23.1,87,23,Good,20.8,5.6,Yes,8,Caution
Meat,8.4,84,30,Damaged,50,6.8,Yes,23,Reject
Vegetables,34.6,52,54,Good,15.8,6.7,Yes,11,Caution
Vegetables,30.2,43,23,Good,31.6,4.2,Yes,23,Caution
Vegetables,19,84,57,Good,53.5,3.8,Yes,8,Caution
Vegetables,6.6,49,46,Average,70.2,3.8,No,8,Caution
Meat,6.8,65,8,Good,45.6,6.3,Yes,3,Safe
Dairy,34.2,58,46,Good,25.5,7,No,6,Reject
Dairy,9.9,76,26,Good,39.1,4.4,Yes,16,Caution
Grains,20,49,54,Good,24.8,6.8,No,14,Caution
Grains,34.2,86,22,Good,12.4,3.4,No,23,Reject
Meat,7.7,44,39,Good,67.9,3.9,No,10,Caution
Fruits,8,51,36,Average,32.6,5,Yes,19,Caution
Fruits,30.9,68,49,Average,39.8,7.1,Yes,7,Caution
Dairy,17.6,57,6,Good,19.5,5.7,Yes,4,Safe
Fruits,24.3,79,44,Damaged,64.1,3.6,Yes,4,Reject
Vegetables,15.3,92,39,Good,9.3,6.3,No,15,Reject
Fruits,14.5,80,17,Good,25.3,4.6,Yes,4,Caution
Dairy,16,62,25,Average,23.5,3.4,Yes,15,Reject
Meat,24.1,48,59,Good,8,3.2,No,19,Reject
Grains,17,80,39,Good,15.6,4.5,No,1,Caution
Vegetables,17.2,66,15,Average,62.4,4.1,Yes,13,Caution
Meat,20.7,60,18,Average,76.6,5.7,Yes,15,Reject
Meat,5.2,53,55,Good,13.1,3.6,Yes,19,Caution
Dairy,26.5,57,50,Average,70.3,6.6,Yes,20,Reject
Vegetables,11.6,57,52,Good,81.2,4.2,Yes,13,Caution
Vegetables,2.2,40,58,Good,41.2,4.6,No,12,Caution
Grains,9.4,61,54,Good,72.4,6.9,No,19,Caution
Dairy,18.9,42,7,Average,38.6,5.3,Yes,22,Caution
Meat,18,63,43,Good,11.6,5.4,Yes,15,Caution
Dairy,28.4,72,27,Good,84.3,3.2,Yes,5,Caution
Grains,3.8,87,19,Average,49.7,4.8,No,9,Caution
Fruits,15.2,94,51,Average,55.3,4.1,Yes,8,Reject
Vegetables,15,48,45,Damaged,59.1,5.8,Yes,22,Reject
Dairy,16.3,50,10,Good,50.6,7,Yes,2,Caution
Vegetables,34.7,73,8,Damaged,73.5,4,Yes,7,Caution
Vegetables,4,86,49,Good,9.2,4.2,Yes,21,Caution
Meat,34.8,83,20,Good,11,5.5,Yes,13,Caution
Fruits,23.6,83,57,Good,59.6,5.4,Yes,20,Caution
Vegetables,5.5,45,1,Average,63.9,3.4,No,10,Caution
Grains,16.9,93,13,Good,82,3.4,No,6,Caution
Meat,34.9,49,38,Damaged,83.6,6,Yes,7,Reject
Vegetables,12.8,87,19,Good,23.5,3.3,Yes,14,Caution
Meat,3.2,60,24,Damaged,55.6,5.9,Yes,13,Caution
Grains,5,84,14,Good,21.7,3.7,No,15,Safe
Grains,0.6,59,58,Damaged,77.3,3.3,No,23,Caution
Fruits,31.2,70,43,Damaged,41.6,3.2,Yes,6,Reject
Fruits,3.1,49,56,Average,49.4,6.3,Yes,3,Caution
Grains,19.7,86,49,Good,49.4,5.3,No,11,Reject
Dairy,12.4,52,31,Good,53.3,6.8,Yes,20,Caution
Fruits,26.5,60,30,Good,50.8,4,No,22,Reject
Fruits,35,77,10,Average,38.4,6.5,Yes,4,Caution
Meat,5,76,41,Good,61.9,5.1,Yes,4,Safe
Fruits,4.3,87,49,Average,55.9,3.8,Yes,6,Caution
Fruits,21.5,72,1,Good,32.4,4.3,Yes,21,Caution
Fruits,30.6,89,41,Good,16.1,3.8,Yes,7,Caution
Vegetables,15.1,55,28,Damaged,67.9,5.9,Yes,18,Reject
Fruits,13.2,52,12,Good,60.8,6,No,16,Caution
Dairy,8.6,76,21,Damaged,43.5,3.6,Yes,16,Reject
Meat,12.1,49,30,Good,35.9,5.7,Yes,17,Caution
Grains,33,62,24,Good,12,6.6,No,12,Caution
Vegetables,17.3,92,43,Damaged,20.2,5.8,No,22,Reject
Grains,33.9,56,6,Good,32.1,5.8,No,3,Safe
Vegetables,14.8,94,53,Good,67.3,3.9,Yes,6,Caution
Meat,10,45,47,Good,47.8,7,Yes,17,Caution
Fruits,10.8,69,53,Good,72.8,6.4,Yes,6,Caution
Meat,25.8,57,31,Average,69.2,4.8,No,6,Reject
Vegetables,1.6,72,47,Good,21.5,7.2,No,2,Caution
Meat,2.2,53,28,Good,40.9,5,Yes,16,Caution
Vegetables,18.5,53,1,Damaged,28.2,6.3,No,13,Reject
Grains,21.4,83,1,Good,75.3,6,No,18,Caution
Grains,4.7,84,13,Average,29.5,4.4,No,20,Caution
Dairy,31.3,65,50,Good,26.4,6,Yes,18,Caution
Vegetables,14.5,67,14,Average,70.7,5.6,Yes,3,Caution
Fruits,0,61,2,Good,13,4.2,No,11,Caution
Vegetables,30.7,71,47,Damaged,82.8,6.5,Yes,10,Reject
Meat,16,40,8,Average,79.2,5.3,No,20,Reject
Fruits,20.9,46,35,Average,14.2,5.2,No,1,Reject
Dairy,23.6,45,57,Average,67.7,5.4,No,20,Reject
Grains,34.5,42,41,Good,10.8,4.8,No,3,Caution
Grains,31.5,82,11,Average,79.3,5.5,No,14,Caution
Dairy,6.1,76,21,Good,55.9,5.2,Yes,1,Safe
Dairy,17.1,91,37,Good,47.2,4.2,No,11,Reject
Grains,35,76,19,Good,36.2,3.6,No,17,Caution
Grains,8,50,50,Good,30.4,5.6,No,10,Safe
Fruits,25.6,40,43,Good,57.1,6.1,Yes,12,Caution
Grains,32.4,73,19,Damaged,15.8,4.7,No,19,Reject
Grains,34,87,22,Average,8.4,6.3,No,14,Reject
Grains,22.4,47,51,Good,11.4,4.3,No,20,Caution
Meat,30.8,85,14,Damaged,78.3,4.3,Yes,12,Reject
Vegetables,3.9,57,24,Good,42.1,5.4,No,22,Caution
Fruits,10.3,86,49,Average,72.1,6.3,Yes,2,Caution
Dairy,3.8,45,29,Average,83.3,6.5,No,20,Reject
Vegetables,29.9,57,36,Average,24.1,5.2,No,13,Reject
Meat,19.8,87,11,Average,18.6,4.7,Yes,20,Reject
Grains,3.9,71,21,Average,77.2,7,No,17,Caution
Grains,23,79,41,Damaged,69.9,3.8,No,6,Reject
Grains,11.4,89,40,Average,63.2,4.4,No,22,Reject
Meat,7.3,60,2,Good,85.6,7.2,Yes,23,Safe
Meat,24.1,44,20,Good,74.3,6.4,Yes,4,Caution
Dairy,30.9,69,36,Good,22.4,3.6,Yes,9,Caution
Dairy,4.8,76,35,Good,61.8,6.7,Yes,10,Safe
Grains,6.5,65,20,Good,23.6,4.7,No,19,Caution
Vegetables,1.1,58,5,Good,70,6.3,Yes,7,Safe
Vegetables,31.7,88,26,Good,42.6,4.1,Yes,24,Reject
Fruits,11.3,91,6,Average,53,4.7,Yes,15,Caution
Vegetables,14.3,95,4,Average,42.6,4.8,No,20,Reject
Dairy,8.7,60,4,Good,88.7,6.8,Yes,22,Safe
Dairy,3.7,78,40,Good,84.3,3.5,No,1,Caution
Meat,7.1,63,54,Good,73,6.6,No,10,Caution
Grains,3.2,41,55,Average,58.3,3.4,No,13,Caution
Fruits,30.5,52,37,Good,84.7,3.4,Yes,19,Caution
Grains,21.5,75,1,Good,51.2,4.6,No,6,Safe
Meat,16.5,75,13,Good,58.7,5.4,No,12,Reject
Meat,10.4,66,53,Damaged,41,7,Yes,15,Reject
Fruits,3.2,64,29,Good,19,7.1,Yes,22,Caution
Fruits,4.9,64,23,Good,81.2,4.6,Yes,22,Caution
Vegetables,25.1,81,56,Good,86.5,4,Yes,23,Caution
Meat,6.5,45,50,Good,58.5,3.4,Yes,13,Caution
Meat,18.2,91,28,Average,77.4,5.6,Yes,24,Reject
Meat,29,51,38,Good,36.9,7,No,3,Reject
Fruits,3,71,15,Average,50.9,5.8,Yes,17,Caution
Vegetables,17.8,70,41,Damaged,9.4,3.3,Yes,13,Reject
Fruits,32.2,49,13,Average,38.7,6.4,Yes,10,Caution
Vegetables,30.6,70,31,Good,23.2,3.7,Yes,23,Caution
Meat,0.4,84,45,Good,76.5,6.4,No,5,Caution
Meat,17.3,66,58,Good,57.7,7,Yes,3,Caution
Vegetables,30.4,86,18,Good,80.8,3.5,Yes,2,Caution
Meat,20.7,51,13,Damaged,64.6,6.6,Yes,14,Reject
Dairy,19,50,20,Damaged,53.2,5.6,No,12,Reject
Meat,27.9,72,53,Good,38.9,5.2,No,8,Reject
Vegetables,6.8,56,12,Good,47.9,4.4,No,8,Caution
Vegetables,23.8,84,57,Average,61,5.5,Yes,3,Caution
Meat,20.3,90,47,Good,8.4,6.3,Yes,21,Reject
Vegetables,21.4,95,25,Good,56.1,3.3,Yes,15,Reject
Dairy,33.4,58,48,Good,25.4,5,No,15,Reject
Dairy,1.1,83,1,Good,21.4,5.1,Yes,24,Safe
Dairy,31.8,55,8,Good,82.6,7,No,11,Reject
Meat,3.3,53,60,Average,28.7,6.8,No,7,Caution
Meat,1.9,84,22,Good,83.1,6,No,1,Caution
Vegetables,10.4,72,48,Good,24.2,5.3,Yes,5,Caution
Vegetables,12.4,71,59,Damaged,82.3,6.6,Yes,18,Reject
Fruits,13.1,40,8,Good,77.2,6,No,8,Caution
Dairy,4.9,67,49,Good,66,6.9,Yes,14,Caution
Grains,4.9,83,35,Average,14,4.5,No,18,Caution
Grains,3.1,55,27,Good,9.2,3.5,No,5,Safe
Grains,31.6,45,48,Good,87.7,5.3,No,19,Caution
Fruits,6.2,78,39,Good,84.9,5.1,Yes,15,Caution
Grains,13.2,69,12,Good,59.2,6.7,No,19,Caution
Grains,1.7,73,47,Good,64.9,7,No,4,Safe
Vegetables,9.3,85,17,Good,82.6,3.4,No,3,Caution
Fruits,11.8,50,8,Good,87.7,6.3,Yes,16,Caution
Fruits,21,90,3,Good,27.6,4.6,Yes,20,Caution
Fruits,20,95,24,Good,77.4,3.6,Yes,12,Reject
Grains,11.7,46,15,Average,68.2,6.1,No,10,Caution
Meat,19,74,28,Average,64.6,5.7,Yes,11,Reject
Grains,26.6,94,57,Good,16.6,6.3,No,5,Caution
Fruits,26.3,75,21,Good,9.8,3.5,Yes,15,Caution
Meat,33.6,84,45,Good,10,6.7,No,3,Reject
Vegetables,1.7,86,43,Average,76.3,3.9,Yes,16,Caution
Vegetables,7.4,91,38,Average,30.3,6.9,Yes,2,Caution
Fruits,27.9,79,35,Good,58.7,5.4,Yes,9,Caution
Dairy,5.9,95,22,Good,64.2,3.7,Yes,14,Caution
Grains,25,61,15,Good,23.9,6,No,4,Caution
Meat,6,46,35,Good,17.2,5.3,Yes,4,Safe
Vegetables,31.1,45,10,Damaged,79.5,6.6,Yes,12,Reject
Dairy,30.5,57,28,Good,70,4.7,No,8,Reject
Grains,24.1,63,47,Good,22.7,7.1,No,17,Caution
Grains,14.7,80,25,Good,62.5,3.9,No,24,Caution
Vegetables,6.3,43,55,Average,75.3,3.6,Yes,14,Caution
Fruits,9.8,48,16,Good,81,5.4,Yes,17,Caution
Dairy,19.2,91,4,Good,76.8,6,Yes,3,Caution
Meat,23.4,83,44,Damaged,77.5,3.5,Yes,21,Reject
Grains,34.7,53,40,Damaged,20.3,3.8,No,13,Reject
Meat,33,68,19,Good,40.1,3.4,No,6,Reject
Vegetables,4.1,95,22,Good,31.7,4.6,Yes,7,Caution
Meat,33.6,69,27,Damaged,71.4,3.8,No,24,Reject
Fruits,29.4,41,51,Good,35.4,6.3,Yes,14,Caution
Fruits,16.5,51,48,Damaged,21.9,7.1,Yes,2,Reject
Dairy,7.8,48,49,Damaged,86.6,3.8,Yes,8,Caution
Vegetables,34,78,7,Good,32.4,6.7,Yes,6,Safe
Grains,6,92,24,Good,30.7,5.4,No,17,Caution
Grains,0.5,62,51,Good,78.4,6.9,No,20,Caution
Fruits,11.7,44,48,Good,82.6,3.8,Yes,23,Caution
Meat,33.3,94,15,Good,43.4,6.3,No,6,Reject
Grains,18.8,67,49,Average,62.1,4.4,No,5,Caution
Grains,13.3,84,48,Good,69.1,6,No,8,Caution
Meat,16.2,90,49,Good,19.8,5.5,Yes,20,Reject
Vegetables,11.2,88,13,Average,48.5,4.4,Yes,7,Caution
Fruits,27.3,75,37,Average,80,3.7,No,17,Reject
Fruits,34.7,83,54,Good,78.3,5.9,Yes,14,Caution
Grains,27.3,69,56,Average,30.8,3.8,No,17,Reject
Meat,31.6,65,17,Average,78.6,4.3,Yes,16,Reject
Vegetables,2.5,82,8,Good,65.4,6.2,Yes,5,Safe
Meat,31.9,71,58,Damaged,70.3,6.2,No,5,Reject
Meat,13.6,88,38,Good,66,5.7,Yes,4,Caution
Dairy,6.4,64,18,Damaged,46.3,6,Yes,21,Caution
Dairy,20.6,69,40,Average,50.4,4.5,Yes,19,Reject
Fruits,13.6,42,19,Average,9.7,3.9,Yes,24,Caution
Dairy,10.4,77,11,Good,37.3,4,Yes,11,Caution
Dairy,6.3,70,38,Damaged,65.2,5.9,Yes,15,Caution
Vegetables,9.3,66,12,Average,18.1,6,Yes,1,Caution
Meat,16.7,67,10,Average,20.2,4.6,No,8,Reject
Meat,27,93,43,Good,48.8,5.4,Yes,7,Caution
Grains,15.5,57,21,Good,49.4,3.9,No,14,Caution
Dairy,33.8,72,10,Average,49,4.3,No,19,Reject
Dairy,14.7,60,60,Good,85.1,7.1,Yes,1,Caution
Vegetables,32.1,55,60,Average,11.6,4.3,Yes,2,Caution
Grains,33.4,70,11,Good,60.1,6.1,No,10,Caution
Grains,29.9,65,48,Average,63.2,3.7,No,14,Reject
Grains,16.6,95,32,Average,34.3,7.2,No,17,Reject
Dairy,31.9,83,9,Good,77.7,4.6,No,24,Reject
Vegetables,17.6,56,53,Good,37.7,4.2,Yes,9,Caution
Grains,2.4,51,40,Good,86.3,6.3,No,10,Safe
Dairy,17.3,63,51,Good,75.2,5.6,Yes,22,Caution
Grains,32.2,77,7,Average,78.3,6.2,No,7,Caution
Grains,34.2,76,24,Good,27.6,4.5,No,3,Caution
Meat,30,42,21,Average,48.1,7.2,Yes,7,Caution
Dairy,15.8,65,39,Good,67,4.2,Yes,11,Caution
Vegetables,4.6,82,10,Damaged,58.7,5.1,Yes,15,Caution
Vegetables,32,81,30,Good,86,7.1,Yes,13,Caution
Grains,6.1,77,19,Good,65.9,7,No,15,Caution
